ID,Title,First_Name,Middle_Name,Other_Name,Last_Name,Maiden_Name,Servant,Servant_type,Age,Orig_Addr,Class,Survived,Survived_text,Boarded,Dest_Addr,Lifeboat,Body,latitude,longitude
'162','Mrs.','Ida','Sophia','','Hippach','Fischer','0','','44','Chicago, Illinois, USA','First','1','Survived','Cherbourg','Chicago, Illinois, USA','4','',41.88415,-87.632409
'163','Mrs.','Anna','Louisa','','Hogeboom','Andrews','0','','51','Hudson, New York, USA','First','1','Survived','Cherbourg','Hudson, New York, USA','10','',42.252826,-73.79143
'164','Mr.','Alexander','Oskar','','Holverson','','0','','42','New York City, New York, USA','First','0','Died','Southampton','New York City, New York, USA','','38MB',40.71455,-74.007124
'165','Mrs.','Mary','Aline','','Holverson','Towner','0','','35','New York City, New York, USA','First','1','Survived','Southampton','New York City, New York, USA','8','',40.71455,-74.007124
'166','Mr.','Harry','','alias E. Haven','Homer','','0','','40','Indianapolis, Indiana, USA','First','1','Survived','Southampton','Indianapolis, Indiana, USA','15','',39.76691,-86.149964
'167','Mr.','Frederick','Maxfield','','Hoyt','','0','','35','New York City, New York, USA','First','1','Survived','Southampton','Stamford, Connecticut, USA','D','',40.71455,-74.007124
'168','Mr.','William','Fisher','','Hoyt','','0','','42','New York City, New York, USA','First','0','Died','Cherbourg','New York City, New York, USA','14','',40.71455,-74.007124
'169','Mrs.','Jane','Anne','','Hoyt','Forby','0','','31','New York City, New York, USA','First','1','Survived','Southampton','Stamford, Connecticut, USA','D','',40.71455,-74.007124
'170','Miss','Ann','Elizabeth','','Isham','','0','','50','Chicago, Illinois, USA','First','0','Died','Cherbourg','Chicago, Illinois, USA','','',41.88415,-87.632409
'171','Mr.','Joseph','Bruce','','Ismay','','0','','49','Liverpool, Merseyside, England','First','1','Survived','Southampton','New York City, New York, USA','C','',53.409773,-2.978481
'172','Mr.','John','Richard','','Fry','','1','Valet','39','Liverpool, Merseyside, England','First','0','Died','Southampton','New York City, New York, USA','','',53.409773,-2.978481
'173','Mr.','William','Henry','','Harrison','','1','Secretary','45','Wallasey, Merseyside, England','First','0','Died','Southampton','New York City, New York, USA','','110MB',53.41959,-3.049949
'174','Mr.','Charles','Cresson','','Jones','','0','','46','Bennington, Vermont, USA','First','0','Died','Southampton','Bennington, Vermont, USA','','80MB',42.87673,-73.198185
'175','Mr.','Henry','Forbes','','Julian','','0','','50','Torquay, Devon, England','First','0','Died','Southampton','San Francisco, California, USA','','',50.46789,-3.543744
'176','Mr.','Edward','Austin','','Kent','','0','','58','Buffalo, New York, USA','First','0','Died','Cherbourg','Buffalo, New York, USA','','258MB',42.88544,-78.878464
'177','Mr.','Frederick','R.','','Kenyon','','0','','41','Pittsburgh, Pennsylvania, USA','First','0','Died','Southampton','Pittsburgh, Pennsylvania, USA','','',40.438335,-79.997459
'178','Mrs.','Marion','','','Kenyon','Stauffer','0','','31','Pittsburgh, Pennsylvania, USA','First','1','Survived','Southampton','Pittsburgh, Pennsylvania, USA','8','',40.438335,-79.997459
'179','Mr.','Edwin','Nelson','','Kimball Jr.','','0','','42','Boston, Massachusetts, USA','First','1','Survived','Southampton','Boston, Massachusetts, USA','5','',42.358635,-71.056699
'180','Mrs.','Gertrude','','','Kimball','Parsons','0','','45','Boston, Massachusetts, USA','First','1','Survived','Southampton','Boston, Massachusetts, USA','5','',42.358635,-71.056699
'181','Mr.','Herman','','','Klaber','','0','','Unknown','Portland, Oregon, USA','First','0','Died','Southampton','Portland, Oregon, USA','','',45.511795,-122.675629
'182','Mr.','Fletcher','Fellows','','Lambert-Williams','','0','','Unknown','London, England','First','0','Died','Southampton','Newark, New Jersey, USA','','',51.506325,-0.127144
'183','Dr.','Alice','','','Leader','Farnham','0','','49','New York City, New York, USA','First','1','Survived','Southampton','New York City, New York, USA','8','',40.71455,-74.007124
'184','Lucy','Noël','Martha','','Leslie','','0','','27','Vancouver, British Columbia, Canada','First','1','Survived','Southampton','Vancouver, British Columbia, Canada','8','',49.26044,-123.114034
'185','Miss','Roberta','Elizabeth Mary','Cissy','Maioni','','1','Maid','20','Vancouver, British Columbia, Canada','First','1','Survived','Southampton','Vancouver, British Columbia, Canada','8','',49.26044,-123.114034
'186','Mr.','Ervin','G.','','Lewy','','0','','31','Chicago, Illinois, USA','First','0','Died','Cherbourg','Chicago, Illinois, USA','','',41.88415,-87.632409
'187','Mr.','Erik','Gustav','alias Edward Lingrey','Lindeberg-Lind','','0','','42','Jordanstorp, Sörmland, Sweden','First','0','Died','Southampton','New York City, New York, USA','','',62.198448,17.56622
'188','Mrs.','Sigrid','','','Lindström','Posse','0','','55','Stockholm, Uppland, Sweden','First','1','Survived','Cherbourg','New York City, New York, USA','6','',59.80551,18.293905
'189','Miss','Mary','Conover','','Lines','','0','','16','Paris, France','First','1','Survived','Cherbourg','Hanover, New Hampshire, USA','9','',48.85693,2.3412
'190','Mrs.','Elizabeth','Lindsey','','Lines','James','0','','50','Paris, France','First','1','Survived','Cherbourg','Hanover, New Hampshire, USA','9','',48.85693,2.3412
'191','Mr.','Milton','Clyde','','Long','','0','','29','Springfield, Massachusetts, USA','First','0','Died','Southampton','Springfield, Massachusetts, USA','','126MB',42.10125,-72.589294
'192','Miss','Gretchen','Fiske','','Longley','','0','','21','Hudson, New York, USA','First','1','Survived','Cherbourg','Hudson, New York, USA','10','',42.252826,-73.79143
'193','Mr.','Joseph','Holland','','Loring','','0','','30','London, England','First','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'194','Miss','Georgette','Alexandra','','Madill','','0','','16','St. Louis, Missouri, USA','First','1','Survived','Southampton','St. Louis, Missouri, USA','2','',38.62774,-90.199514
'195','Mr.','John','Edward','','Maguire','','0','','30','Brockton, Massachusetts, USA','First','0','Died','Southampton','Brockton, Massachusetts, USA','','',42.08317,-71.017249
'196','Mr.','Pierre','','','Maréchal','','0','','28','Paris, France','First','1','Survived','Cherbourg','New York City, New York, USA','7','',48.85693,2.3412
'197','Mr.','Daniel','Warner','','Marvin','','0','','18','New York City, New York, USA','First','0','Died','Southampton','New York City, New York, USA','','',40.71455,-74.007124
'198','Mrs.','Mary','Graham Carmichael','','Marvin','Farquarson','0','','18','New York City, New York, USA','First','1','Survived','Southampton','New York City, New York, USA','10','',40.71455,-74.007124
'199','Miss','Bertha','Antonine','','Mayné','','0','','24','Brussels, Belgium','First','1','Survived','Cherbourg','Montreal, Quebec, Canada','6','',50.848385,4.349685
'200','Mr.','Thomas','Francis','','McCaffry','','0','','46','Vancouver, British Columbia, Canada','First','0','Died','Southampton','Vancouver, British Columbia, Canada','','292MB',49.26044,-123.114034
'201','Mr.','Timothy','J.','','McCarthy','','0','','54','Dorchester, Massachusetts, USA','First','0','Died','Southampton','Dorchester, Massachusetts, USA','','175MB',42.307878,-71.063401
'202','Mr.','James','Robert','','McGough','','0','','35','Philadelphia, Pennsylvania, USA','First','1','Survived','Southampton','Philadelphia, Pennsylvania, USA','7','',39.95228,-75.162454
'203','Mr.','Edgar','Joseph','','Meyer','','0','','28','New York City, New York, USA','First','0','Died','Cherbourg','New York City, New York, USA','','',40.71455,-74.007124
'204','Mrs.','Leila','','','Meyer','Saks','0','','25','New York City, New York, USA','First','1','Survived','Cherbourg','New York City, New York, USA','6','',40.71455,-74.007124
'205','Mr.','Francis','Davis','','Millet','','0','','65','East Bridgewater, Massachusetts, USA','First','0','Died','Cherbourg','East Bridgewater, Massachusetts, USA','','249MB',42.029685,-70.955473
'206','Dr.','William','Edward','','Minahan','','0','','44','Fond du Lac, Wisconsin, USA','First','0','Died','Southampton','Fond du Lac, Wisconsin, USA','','230MB',43.773025,-88.447094
'207','Miss','Daisy','E.','','Minahan','','0','','33','Fond du Lac, Wisconsin, USA','First','1','Survived','Southampton','Fond du Lac, Wisconsin, USA','14','',43.773025,-88.447094
'208','Mrs.','Lillian','E.','','Minahan','Thorpe','0','','37','Fond du Lac, Wisconsin, USA','First','1','Survived','Southampton','Fond du Lac, Wisconsin, USA','14','',43.773025,-88.447094
'209','Mr.','Philipp','Edmund','','Mock','','0','','30','New York City, New York, USA','First','1','Survived','Cherbourg','New York City, New York, USA','11','',40.71455,-74.007124
'210','Mr.','Harry','Markland','','Molson','','0','','55','Montreal, Quebec, Canada','First','0','Died','Southampton','Montreal, Quebec, Canada','','',45.512303,-73.554431
'211','Mr.','Clarence','Bloomfield','','Moore','','0','','47','Washington, D.C., USA','First','0','Died','Southampton','Washington, D.C., USA','','',38.89037,-77.031959
'212','Mr.','Charles','Henry','','Harrington','','1','Valet','37','Washington, D.C., USA','First','0','Died','Southampton','Washington, D.C., USA','','',38.89037,-77.031959
'213','Mr.','Charles','','','Natsch','','0','','36','Brooklyn, New York, USA','First','0','Died','Cherbourg','Brooklyn, New York, USA','','',40.692455,-73.990364
'214','Miss','Madeleine','','','Newell','','0','','31','Lexington, Massachusetts, USA','First','1','Survived','Cherbourg','Lexington, Massachusetts, USA','6','',42.446319,-71.223751
'215','Miss','Marjorie','Anne','','Newell','','0','','23','Lexington, Massachusetts, USA','First','1','Survived','Cherbourg','Lexington, Massachusetts, USA','6','',42.446319,-71.223751
'216','Mr.','Arthur','Webster','','Newell','','0','','58','Lexington, Massachusetts, USA','First','0','Died','Cherbourg','Lexington, Massachusetts, USA','','122MB',42.446319,-71.223751
'217','Miss','Helen','Monypeny','','Newsom','','0','','19','New York City, New York, USA','First','1','Survived','Southampton','New York City, New York, USA','5','',40.71455,-74.007124
'218','Mr.','Arthur','Ernest','','Nicholson','','0','','64','Shanklin, Isle of Wight, England','First','0','Died','Southampton','New York City, New York, USA','','263MB',50.626975,-1.179239
'219','Mr.','Alfred','','','Nourney','','0','','20','Cologne, Germany','First','1','Survived','Cherbourg','New York City, New York, USA','7','',50.941665,6.95518
'220','Mr.','Alfred','Fernand','','Omont','','0','','29','Le Havre, France','First','1','Survived','Cherbourg','New York City, New York, USA','7','',49.49346,0.101395
'221','Miss','Helene','Ragnhild','','Ostby','','0','','22','Providence, Rhode Island, USA','First','1','Survived','Southampton','Providence, Rhode Island, USA','5','',41.823875,-71.411994
'222','Mr.','Engelhart','Cornelius','','Ostby','','0','','64','Providence, Rhode Island, USA','First','0','Died','Southampton','Providence, Rhode Island, USA','','234MB',41.823875,-71.411994
'223','Mr.','Servando','José Florentino','','Ovies y Rodriguez','','0','','36','Havana, Cuba','First','0','Died','Cherbourg','Havana, Cuba','','189MB',23.1168,-82.388588
'224','Mr.','William','Henry','','Parr','','0','','29','Belfast, Ireland','First','0','Died','Belfast','New York City, New York, USA','','',54.595295,-5.934524
'225','Mr.','Austin','','','Partner','','0','','40','Tolworth, London, England','First','0','Died','Southampton','Toronto, Ontario, Canada','','166MB',51.381962,-0.28376
'226','Mr.','Thomas','Clinton','','Pears','','0','','29','Isleworth, London, England','First','0','Died','Southampton','New York City, New York, USA','','',51.474185,-0.338414
'227','Mrs.','Edith','','','Pears','Wearne','0','','22','Isleworth, London, England','First','1','Survived','Southampton','New York City, New York, USA','8','',51.474185,-0.338414
'228','Mr.','Victor','','','Peñasco y Castellana','','0','','24','Madrid, Spain','First','0','Died','Cherbourg','New York City, New York, USA','','',40.4203,-3.705774
'229','Mrs.','Maria','Josefa','','Peñasco y Castellana','Perez de Soto y Vallejo','0','','22','Madrid, Spain','First','1','Survived','Cherbourg','New York City, New York, USA','8','',40.4203,-3.705774
'230','Doña','Fermina','','','Oliva y Ocana','','1','Maid','39','Madrid, Spain','First','1','Survived','Cherbourg','New York City, New York, USA','8','',40.4203,-3.705774
'231','Major','Arthur','Godfrey','','Peuchen','','0','','52','Toronto, Ontario, Canada','First','1','Survived','Southampton','Toronto, Ontario, Canada','6','',43.64856,-79.385324
'232','Mr.','Walter','Chamberlain','','Porter','','0','','46','Worcester, Massachusetts, USA','First','0','Died','Southampton','Worcester, Massachusetts, USA','','207MB',42.263415,-71.802189
'233','Mrs.','Lily','Alexenia','','Potter','Wilson','0','','56','Philadelphia, Pennsylvania, USA','First','1','Survived','Cherbourg','Philadelphia, Pennsylvania, USA','7','',39.95228,-75.162454
'234','The Honourable Mr.','Johan','George','','Reuchlin','','0','','38','Rotterdam, The Netherlands','First','0','Died','Cherbourg','New York City, New York, USA','','',51.922829,4.47845
'235','Mr.','George','Alexander Lucien','','Rheims','','0','','36','Paris, France','First','1','Survived','Southampton','New York City, New York, USA','A','',48.85693,2.3412
'236','Mrs.','Elisabeth','Walton','','Robert','McMillan','0','','43','St. Louis, Missouri, USA','First','1','Survived','Southampton','St. Louis, Missouri, USA','2','',38.62774,-90.199514
'237','Miss','Emilie','','','Kreuchen','','1','Maid','29','St. Louis, Missouri, USA','First','1','Survived','Southampton','St. Louis, Missouri, USA','2','',38.62774,-90.199514
'238','Mr.','Washington','Augustus','','Roebling II','','0','','31','Trenton, New Jersey, USA','First','0','Died','Southampton','Trenton, New Jersey, USA','','',40.217875,-74.759404
'239','Mr.','Charles','Hallance','alias C. Rolmane','Romaine','','0','','45','New York City, New York, USA','First','1','Survived','Southampton','New York City, New York, USA','9','',40.71455,-74.007124
'240','Mr.','Hugh','Roscoe','','Rood','','0','','38','Seattle, Washington, USA','First','0','Died','Southampton','Seattle, Washington, USA','','',47.60356,-122.329439
'241','Miss','Edith','Louise','','Rosenbaum','','0','','34','Paris, France','First','1','Survived','Cherbourg','Cincinnati, Ohio, USA','11','',48.85693,2.3412
'242','Mr.','George','','alias George Thorne','Rosenshine','','0','','46','New York City, New York, USA','First','0','Died','Cherbourg','New York City, New York, USA','','16MB',40.71455,-74.007124
'243','Mr.','John','Hugo','','Ross','','0','','36','Winnipeg, Manitoba, Canada','First','0','Died','Southampton','Winnipeg, Manitoba, Canada','','',49.89944,-97.140794
'244','Mr.','Martin','','','Rothschild','','0','','46','New York City, New York, USA','First','0','Died','Cherbourg','New York City, New York, USA','','',40.71455,-74.007124
'245','Mrs.','Elizabeth','Jane Anne','','Rothschild','Barrett','0','','54','New York City, New York, USA','First','1','Survived','Cherbourg','New York City, New York, USA','6','',40.71455,-74.007124
'246','Mr.','Alfred','G.','','Rowe','','0','','59','Liverpool, Merseyside, England','First','0','Died','Southampton','New York City, New York, USA','','109MB',53.409773,-2.978481
'247','Master','John','Borie','Jack','Ryerson','','0','','13','Cooperstown, New York, USA','First','1','Survived','Cherbourg','Cooperstown, New York, USA','4','',42.70058,-74.924694
'248','Miss','Grace','Scott','','Bowen','','1','Governess','45','Cooperstown, New York, USA','First','1','Survived','Cherbourg','Cooperstown, New York, USA','4','',42.70058,-74.924694
'249','Miss','Emily','Borie','','Ryerson','','0','','18','Cooperstown, New York, USA','First','1','Survived','Cherbourg','Cooperstown, New York, USA','4','',42.70058,-74.924694
'250','Miss','Susan','Parker','Suzette','Ryerson','','0','','21','Cooperstown, New York, USA','First','1','Survived','Cherbourg','Cooperstown, New York, USA','4','',42.70058,-74.924694
'251','Mr.','Arthur','Larned','','Ryerson','','0','','61','Cooperstown, New York, USA','First','0','Died','Cherbourg','Cooperstown, New York, USA','','',42.70058,-74.924694
'252','Mrs.','Emily','Maria','','Ryerson','Borie','0','','48','Cooperstown, New York, USA','First','1','Survived','Cherbourg','Cooperstown, New York, USA','4','',42.70058,-74.924694
